Birth Rate,Business Tax Rate,CO2 Emissions,Country,Date,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound
0.047401000000000006,,575.719,Somalia,2003-12-01,,,,,,,,0.10490000000000001,0.00376198002539086,,53.372,50.248,0.0248827215128297,0.475704383850098,0.495083045959473,0.0292126893997192,8037706,0.34371,Africa,,
0.023375,,380810.616,South Africa,2003-12-01,38.0,,117373.966,168219325183.617,0.08630799124822311,309.771122622596,,0.0531,0.0700769172611251,0.149583333333333,54.067,51.054,0.359725830030015,0.31556421279907204,0.644988555908203,0.0394472646713257,46409243,0.58446,Africa,6674000000.0,3655000000.0
0.04083,,,South Sudan,2003-12-01,,,,,,,,0.0953,,,51.487,49.252,,0.443950347900391,0.524673805236816,0.0313751649856567,7449905,0.16890999999999998,Africa,,
0.038616,,9072.158,Sudan,2003-12-01,,,14725.044,17646271396.8949,0.0383429421728452,22.5732440137285,,0.0643,0.00538471703150458,,61.017,57.297,0.0143881988349727,0.43455570220947304,0.535331001281738,0.030113186836242697,29973979,0.32654000000000005,Africa,17000000.0,119000000.0
0.031689,,1041.428,Swaziland,2003-12-01,,,,1854020495.72254,0.0576187100982517,98.1922269007951,,0.0824,0.0243707385055863,0.14625,46.059,45.862,0.0781300985634173,0.429773445129395,0.539452476501465,0.030773148536682098,1087929,0.22296,Africa,70000000.0,23000000.0
0.041831,,3806.346,Tanzania,2003-12-01,28.0,,15491.193,11659129814.7433,0.037487102280323696,11.8894723804784,,0.0658,0.00676962856510303,0.145169608907399,52.528,51.393,0.0353093214894952,0.44625411987304703,0.524195327758789,0.029550719261169398,36760831,0.23611000000000001,Africa,654000000.0,375000000.0
0.038603,,1463.133,Togo,2003-12-01,65.0,,2302.761,1673690389.7013,0.0557784414452498,17.7490426346197,,0.0716,0.012,,54.641,53.037,0.046323452791770796,0.433352928161621,0.538634872436523,0.0280124044418335,5258956,0.34265,Africa,26000000.0,37000000.0
0.0171,,21396.945,Tunisia,2003-12-01,11.0,,8027.585,27453084982.5378,0.053577808601759896,151.295871771591,,0.0218,0.0649084579532797,,75.1,71.1,0.194726018431608,0.272471218109131,0.662554092407227,0.0649748182296753,9839800,0.6458499999999999,Africa,1935000000.0,355000000.0
0.047475,,1708.822,Uganda,2003-12-01,34.0,,,6336696288.99935,0.07562654784803159,17.8558300461013,,0.077,0.0046484984011396805,0.189421408936285,51.192,50.6,0.0289200619350731,0.49380558013916004,0.480504989624023,0.025689470767974898,26838428,0.12483000000000001,Africa,185000000.0,
0.044771,,2101.191,Zambia,2003-12-01,35.0,,6828.415,4341841413.82818,0.0672502683225867,26.8030827977655,,0.0856,0.00980483039426114,0.40571033333333295,44.889,44.173,0.022121215264299398,0.463522529602051,0.509250030517578,0.027227635383606,10894519,0.35780999999999996,Africa,88000000.0,115000000.0
0.032068,,10626.966,Zimbabwe,2003-12-01,97.0,,9500.229,5727591778.02479,,,,0.0579,0.0639478645849612,0.972916666666667,42.397,43.328,0.0286947087860013,0.415877723693848,0.548661766052246,0.0354606914520264,12673103,0.34479,Africa,61000000.0,
0.047403,,583.053,Afghanistan,2003-12-01,,,,4583648921.74369,0.0996140587460391,17.8754000555374,,0.0884,0.000878912528559713,,57.302,54.97,0.00865196277129635,0.494480972290039,0.485273857116699,0.0202450728416443,23116142,0.22236999999999998,Asia,,
0.013712,,3428.645,Armenia,2003-12-01,18.0,,1981.217,2807061008.69084,0.055638806773746594,51.4433134333473,,0.023,0.0457521722477781,0.208290544327249,76.098,69.29,0.0376738453349635,0.23280551910400402,0.6554212951660161,0.111772871017456,3036032,0.6425,Asia,90000000.0,97000000.0
0.013800000000000002,,30615.783,Azerbaijan,2003-12-01,105.0,,12158.397,7275766111.24309,0.0656328803918276,57.0492931323713,,0.0498,,0.15456666666666702,70.831,65.311,0.126293746279197,0.280290870666504,0.657527694702148,0.0621814203262329,8234100,0.51988,Asia,70000000.0,120000000.0
0.024855000000000002,,33883.08,Bangladesh,2003-12-01,50.0,,21713.477,51913661485.3195,0.0303568101670104,11.2738098498963,,0.056,0.00163877665498048,0.16,67.094,66.268,0.0098070218074972,0.353501358032227,0.604581108093262,0.0419175243377686,139185986,0.25428999999999996,Asia,59000000.0,389000000.0
0.024565999999999998,,377.701,Bhutan,2003-12-01,62.0,,,622026106.84369,0.0505864446052061,51.0462227928454,,0.0505,0.0243691239949767,0.15,62.696,62.419,0.0036584396389906897,0.36544811248779296,0.594884986877441,0.0396685171127319,616383,0.28687999999999997,Asia,8000000.0,
0.020895,,5357.487,Brunei Darussalam,2003-12-01,,,2504.935,6557333067.38606,0.031001409696101302,574.829673614843,,0.0075,0.195950032207342,0.055,78.617,74.762,0.501528351557618,0.29499872207641603,0.6748272705078131,0.030173985958099402,353649,0.7260599999999999,Asia,124000000.0,469000000.0
0.026372,,2379.883,Cambodia,2003-12-01,94.0,,4114.814,4658246906.65795,0.0731620727441092,26.3865228306924,,0.0625,0.0026057019757400202,,67.632,62.43,0.038532069094364,0.378720664978027,0.579854736328125,0.0414245939254761,12934369,0.18937,Asia,441000000.0,60000000.0
